instance_id,coco_image_id,coco_ann_id,orig_img_path,frag_img_path,gt_mask_path,outline_img_path,panel_img_path,metrics_json_path
COCO_val2014_000000318219_ann1115907,318219,1115907,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1115907_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1115907_mask.png,outputs/debug/outlines/COCO_val2014_000000318219_ann1115907_outline.png,outputs/debug/panels/COCO_val2014_000000318219_ann1115907_panel.png,outputs/debug/metrics/COCO_val2014_000000318219_ann1115907_metrics.json
COCO_val2014_000000318219_ann1116927,318219,1116927,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1116927_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1116927_mask.png,outputs/debug/outlines/COCO_val2014_000000318219_ann1116927_outline.png,outputs/debug/panels/COCO_val2014_000000318219_ann1116927_panel.png,outputs/debug/metrics/COCO_val2014_000000318219_ann1116927_metrics.json
COCO_val2014_000000318219_ann1969884,318219,1969884,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1969884_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1969884_mask.png,outputs/debug/outlines/COCO_val2014_000000318219_ann1969884_outline.png,outputs/debug/panels/COCO_val2014_000000318219_ann1969884_panel.png,outputs/debug/metrics/COCO_val2014_000000318219_ann1969884_metrics.json
COCO_val2014_000000318219_ann1969971,318219,1969971,outputs/assets/images/COCO_val2014_000000318219.png,outputs/stimuli/fragments/COCO_val2014_000000318219_ann1969971_fragmented.png,outputs/assets/masks/COCO_val2014_000000318219_ann1969971_mask.png,outputs/debug/outlines/COCO_val2014_000000318219_ann1969971_outline.png,outputs/debug/panels/COCO_val2014_000000318219_ann1969971_panel.png,outputs/debug/metrics/COCO_val2014_000000318219_ann1969971_metrics.json
COCO_val2014_000000554625_ann30093,554625,30093,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann30093_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann30093_mask.png,outputs/debug/outlines/COCO_val2014_000000554625_ann30093_outline.png,outputs/debug/panels/COCO_val2014_000000554625_ann30093_panel.png,outputs/debug/metrics/COCO_val2014_000000554625_ann30093_metrics.json
COCO_val2014_000000554625_ann200698,554625,200698,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann200698_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann200698_mask.png,outputs/debug/outlines/COCO_val2014_000000554625_ann200698_outline.png,outputs/debug/panels/COCO_val2014_000000554625_ann200698_panel.png,outputs/debug/metrics/COCO_val2014_000000554625_ann200698_metrics.json
COCO_val2014_000000554625_ann215463,554625,215463,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann215463_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann215463_mask.png,outputs/debug/outlines/COCO_val2014_000000554625_ann215463_outline.png,outputs/debug/panels/COCO_val2014_000000554625_ann215463_panel.png,outputs/debug/metrics/COCO_val2014_000000554625_ann215463_metrics.json
COCO_val2014_000000554625_ann1115813,554625,1115813,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann1115813_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann1115813_mask.png,outputs/debug/outlines/COCO_val2014_000000554625_ann1115813_outline.png,outputs/debug/panels/COCO_val2014_000000554625_ann1115813_panel.png,outputs/debug/metrics/COCO_val2014_000000554625_ann1115813_metrics.json
COCO_val2014_000000554625_ann1708274,554625,1708274,outputs/assets/images/COCO_val2014_000000554625.png,outputs/stimuli/fragments/COCO_val2014_000000554625_ann1708274_fragmented.png,outputs/assets/masks/COCO_val2014_000000554625_ann1708274_mask.png,outputs/debug/outlines/COCO_val2014_000000554625_ann1708274_outline.png,outputs/debug/panels/COCO_val2014_000000554625_ann1708274_panel.png,outputs/debug/metrics/COCO_val2014_000000554625_ann1708274_metrics.json
COCO_val2014_000000397133_ann119568,397133,119568,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann119568_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann119568_mask.png,outputs/debug/outlines/COCO_val2014_000000397133_ann119568_outline.png,outputs/debug/panels/COCO_val2014_000000397133_ann119568_panel.png,outputs/debug/metrics/COCO_val2014_000000397133_ann119568_metrics.json
COCO_val2014_000000397133_ann200887,397133,200887,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann200887_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann200887_mask.png,outputs/debug/outlines/COCO_val2014_000000397133_ann200887_outline.png,outputs/debug/panels/COCO_val2014_000000397133_ann200887_panel.png,outputs/debug/metrics/COCO_val2014_000000397133_ann200887_metrics.json
COCO_val2014_000000397133_ann1125079,397133,1125079,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann1125079_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann1125079_mask.png,outputs/debug/outlines/COCO_val2014_000000397133_ann1125079_outline.png,outputs/debug/panels/COCO_val2014_000000397133_ann1125079_panel.png,outputs/debug/metrics/COCO_val2014_000000397133_ann1125079_metrics.json
COCO_val2014_000000397133_ann2139366,397133,2139366,outputs/assets/images/COCO_val2014_000000397133.png,outputs/stimuli/fragments/COCO_val2014_000000397133_ann2139366_fragmented.png,outputs/assets/masks/COCO_val2014_000000397133_ann2139366_mask.png,outputs/debug/outlines/COCO_val2014_000000397133_ann2139366_outline.png,outputs/debug/panels/COCO_val2014_000000397133_ann2139366_panel.png,outputs/debug/metrics/COCO_val2014_000000397133_ann2139366_metrics.json
COCO_val2014_000000574769_ann48579,574769,48579,outputs/assets/images/COCO_val2014_000000574769.png,outputs/stimuli/fragments/COCO_val2014_000000574769_ann48579_fragmented.png,outputs/assets/masks/COCO_val2014_000000574769_ann48579_mask.png,outputs/debug/outlines/COCO_val2014_000000574769_ann48579_outline.png,outputs/debug/panels/COCO_val2014_000000574769_ann48579_panel.png,outputs/debug/metrics/COCO_val2014_000000574769_ann48579_metrics.json
COCO_val2014_000000574769_ann201078,574769,201078,outputs/assets/images/COCO_val2014_000000574769.png,outputs/stimuli/fragments/COCO_val2014_000000574769_ann201078_fragmented.png,outputs/assets/masks/COCO_val2014_000000574769_ann201078_mask.png,outputs/debug/outlines/COCO_val2014_000000574769_ann201078_outline.png,outputs/debug/panels/COCO_val2014_000000574769_ann201078_panel.png,outputs/debug/metrics/COCO_val2014_000000574769_ann201078_metrics.json
COCO_val2014_000000574769_ann331264,574769,331264,outputs/assets/images/COCO_val2014_000000574769.png,outputs/stimuli/fragments/COCO_val2014_000000574769_ann331264_fragmented.png,outputs/assets/masks/COCO_val2014_000000574769_ann331264_mask.png,outputs/debug/outlines/COCO_val2014_000000574769_ann331264_outline.png,outputs/debug/panels/COCO_val2014_000000574769_ann331264_panel.png,outputs/debug/metrics/COCO_val2014_000000574769_ann331264_metrics.json
COCO_val2014_000000574769_ann1125541,574769,1125541,outputs/assets/images/COCO_val2014_000000574769.png,outputs/stimuli/fragments/COCO_val2014_000000574769_ann1125541_fragmented.png,outputs/assets/masks/COCO_val2014_000000574769_ann1125541_mask.png,outputs/debug/outlines/COCO_val2014_000000574769_ann1125541_outline.png,outputs/debug/panels/COCO_val2014_000000574769_ann1125541_panel.png,outputs/debug/metrics/COCO_val2014_000000574769_ann1125541_metrics.json
COCO_val2014_000000060623_ann504616,60623,504616,outputs/assets/images/COCO_val2014_000000060623.png,outputs/stimuli/fragments/COCO_val2014_000000060623_ann504616_fragmented.png,outputs/assets/masks/COCO_val2014_000000060623_ann504616_mask.png,outputs/debug/outlines/COCO_val2014_000000060623_ann504616_outline.png,outputs/debug/panels/COCO_val2014_000000060623_ann504616_panel.png,outputs/debug/metrics/COCO_val2014_000000060623_ann504616_metrics.json
COCO_val2014_000000060623_ann527330,60623,527330,outputs/assets/images/COCO_val2014_000000060623.png,outputs/stimuli/fragments/COCO_val2014_000000060623_ann527330_fragmented.png,outputs/assets/masks/COCO_val2014_000000060623_ann527330_mask.png,outputs/debug/outlines/COCO_val2014_000000060623_ann527330_outline.png,outputs/debug/panels/COCO_val2014_000000060623_ann527330_panel.png,outputs/debug/metrics/COCO_val2014_000000060623_ann527330_metrics.json
COCO_val2014_000000060623_ann715488,60623,715488,outputs/assets/images/COCO_val2014_000000060623.png,outputs/stimuli/fragments/COCO_val2014_000000060623_ann715488_fragmented.png,outputs/assets/masks/COCO_val2014_000000060623_ann715488_mask.png,outputs/debug/outlines/COCO_val2014_000000060623_ann715488_outline.png,outputs/debug/panels/COCO_val2014_000000060623_ann715488_panel.png,outputs/debug/metrics/COCO_val2014_000000060623_ann715488_metrics.json
COCO_val2014_000000060623_ann1497909,60623,1497909,outputs/assets/images/COCO_val2014_000000060623.png,outputs/stimuli/fragments/COCO_val2014_000000060623_ann1497909_fragmented.png,outputs/assets/masks/COCO_val2014_000000060623_ann1497909_mask.png,outputs/debug/outlines/COCO_val2014_000000060623_ann1497909_outline.png,outputs/debug/panels/COCO_val2014_000000060623_ann1497909_panel.png,outputs/debug/metrics/COCO_val2014_000000060623_ann1497909_metrics.json
COCO_val2014_000000060623_ann1958603,60623,1958603,outputs/assets/images/COCO_val2014_000000060623.png,outputs/stimuli/fragments/COCO_val2014_000000060623_ann1958603_fragmented.png,outputs/assets/masks/COCO_val2014_000000060623_ann1958603_mask.png,outputs/debug/outlines/COCO_val2014_000000060623_ann1958603_outline.png,outputs/debug/panels/COCO_val2014_000000060623_ann1958603_panel.png,outputs/debug/metrics/COCO_val2014_000000060623_ann1958603_metrics.json
COCO_val2014_000000309022_ann1124092,309022,1124092,outputs/assets/images/COCO_val2014_000000309022.png,outputs/stimuli/fragments/COCO_val2014_000000309022_ann1124092_fragmented.png,outputs/assets/masks/COCO_val2014_000000309022_ann1124092_mask.png,outputs/debug/outlines/COCO_val2014_000000309022_ann1124092_outline.png,outputs/debug/panels/COCO_val2014_000000309022_ann1124092_panel.png,outputs/debug/metrics/COCO_val2014_000000309022_ann1124092_metrics.json
COCO_val2014_000000309022_ann2139240,309022,2139240,outputs/assets/images/COCO_val2014_000000309022.png,outputs/stimuli/fragments/COCO_val2014_000000309022_ann2139240_fragmented.png,outputs/assets/masks/COCO_val2014_000000309022_ann2139240_mask.png,outputs/debug/outlines/COCO_val2014_000000309022_ann2139240_outline.png,outputs/debug/panels/COCO_val2014_000000309022_ann2139240_panel.png,outputs/debug/metrics/COCO_val2014_000000309022_ann2139240_metrics.json
COCO_val2014_000000005802_ann505752,5802,505752,outputs/assets/images/COCO_val2014_000000005802.png,outputs/stimuli/fragments/COCO_val2014_000000005802_ann505752_fragmented.png,outputs/assets/masks/COCO_val2014_000000005802_ann505752_mask.png,outputs/debug/outlines/COCO_val2014_000000005802_ann505752_outline.png,outputs/debug/panels/COCO_val2014_000000005802_ann505752_panel.png,outputs/debug/metrics/COCO_val2014_000000005802_ann505752_metrics.json
COCO_val2014_000000005802_ann509231,5802,509231,outputs/assets/images/COCO_val2014_000000005802.png,outputs/stimuli/fragments/COCO_val2014_000000005802_ann509231_fragmented.png,outputs/assets/masks/COCO_val2014_000000005802_ann509231_mask.png,outputs/debug/outlines/COCO_val2014_000000005802_ann509231_outline.png,outputs/debug/panels/COCO_val2014_000000005802_ann509231_panel.png,outputs/debug/metrics/COCO_val2014_000000005802_ann509231_metrics.json
COCO_val2014_000000222564_ann421307,222564,421307,outputs/assets/images/COCO_val2014_000000222564.png,outputs/stimuli/fragments/COCO_val2014_000000222564_ann421307_fragmented.png,outputs/assets/masks/COCO_val2014_000000222564_ann421307_mask.png,outputs/debug/outlines/COCO_val2014_000000222564_ann421307_outline.png,outputs/debug/panels/COCO_val2014_000000222564_ann421307_panel.png,outputs/debug/metrics/COCO_val2014_000000222564_ann421307_metrics.json
COCO_val2014_000000222564_ann476498,222564,476498,outputs/assets/images/COCO_val2014_000000222564.png,outputs/stimuli/fragments/COCO_val2014_000000222564_ann476498_fragmented.png,outputs/assets/masks/COCO_val2014_000000222564_ann476498_mask.png,outputs/debug/outlines/COCO_val2014_000000222564_ann476498_outline.png,outputs/debug/panels/COCO_val2014_000000222564_ann476498_panel.png,outputs/debug/metrics/COCO_val2014_000000222564_ann476498_metrics.json
COCO_val2014_000000222564_ann1118434,222564,1118434,outputs/assets/images/COCO_val2014_000000222564.png,outputs/stimuli/fragments/COCO_val2014_000000222564_ann1118434_fragmented.png,outputs/assets/masks/COCO_val2014_000000222564_ann1118434_mask.png,outputs/debug/outlines/COCO_val2014_000000222564_ann1118434_outline.png,outputs/debug/panels/COCO_val2014_000000222564_ann1118434_panel.png,outputs/debug/metrics/COCO_val2014_000000222564_ann1118434_metrics.json
COCO_val2014_000000222564_ann1642645,222564,1642645,outputs/assets/images/COCO_val2014_000000222564.png,outputs/stimuli/fragments/COCO_val2014_000000222564_ann1642645_fragmented.png,outputs/assets/masks/COCO_val2014_000000222564_ann1642645_mask.png,outputs/debug/outlines/COCO_val2014_000000222564_ann1642645_outline.png,outputs/debug/panels/COCO_val2014_000000222564_ann1642645_panel.png,outputs/debug/metrics/COCO_val2014_000000222564_ann1642645_metrics.json
COCO_val2014_000000222564_ann1959938,222564,1959938,outputs/assets/images/COCO_val2014_000000222564.png,outputs/stimuli/fragments/COCO_val2014_000000222564_ann1959938_fragmented.png,outputs/assets/masks/COCO_val2014_000000222564_ann1959938_mask.png,outputs/debug/outlines/COCO_val2014_000000222564_ann1959938_outline.png,outputs/debug/panels/COCO_val2014_000000222564_ann1959938_panel.png,outputs/debug/metrics/COCO_val2014_000000222564_ann1959938_metrics.json
COCO_val2014_000000118113_ann1650582,118113,1650582,outputs/assets/images/COCO_val2014_000000118113.png,outputs/stimuli/fragments/COCO_val2014_000000118113_ann1650582_fragmented.png,outputs/assets/masks/COCO_val2014_000000118113_ann1650582_mask.png,outputs/debug/outlines/COCO_val2014_000000118113_ann1650582_outline.png,outputs/debug/panels/COCO_val2014_000000118113_ann1650582_panel.png,outputs/debug/metrics/COCO_val2014_000000118113_ann1650582_metrics.json
COCO_val2014_000000118113_ann1962899,118113,1962899,outputs/assets/images/COCO_val2014_000000118113.png,outputs/stimuli/fragments/COCO_val2014_000000118113_ann1962899_fragmented.png,outputs/assets/masks/COCO_val2014_000000118113_ann1962899_mask.png,outputs/debug/outlines/COCO_val2014_000000118113_ann1962899_outline.png,outputs/debug/panels/COCO_val2014_000000118113_ann1962899_panel.png,outputs/debug/metrics/COCO_val2014_000000118113_ann1962899_metrics.json
COCO_val2014_000000118113_ann1980649,118113,1980649,outputs/assets/images/COCO_val2014_000000118113.png,outputs/stimuli/fragments/COCO_val2014_000000118113_ann1980649_fragmented.png,outputs/assets/masks/COCO_val2014_000000118113_ann1980649_mask.png,outputs/debug/outlines/COCO_val2014_000000118113_ann1980649_outline.png,outputs/debug/panels/COCO_val2014_000000118113_ann1980649_panel.png,outputs/debug/metrics/COCO_val2014_000000118113_ann1980649_metrics.json
COCO_val2014_000000118113_ann1981186,118113,1981186,outputs/assets/images/COCO_val2014_000000118113.png,outputs/stimuli/fragments/COCO_val2014_000000118113_ann1981186_fragmented.png,outputs/assets/masks/COCO_val2014_000000118113_ann1981186_mask.png,outputs/debug/outlines/COCO_val2014_000000118113_ann1981186_outline.png,outputs/debug/panels/COCO_val2014_000000118113_ann1981186_panel.png,outputs/debug/metrics/COCO_val2014_000000118113_ann1981186_metrics.json
COCO_val2014_000000193271_ann1121554,193271,1121554,outputs/assets/images/COCO_val2014_000000193271.png,outputs/stimuli/fragments/COCO_val2014_000000193271_ann1121554_fragmented.png,outputs/assets/masks/COCO_val2014_000000193271_ann1121554_mask.png,outputs/debug/outlines/COCO_val2014_000000193271_ann1121554_outline.png,outputs/debug/panels/COCO_val2014_000000193271_ann1121554_panel.png,outputs/debug/metrics/COCO_val2014_000000193271_ann1121554_metrics.json
COCO_val2014_000000224736_ann1094629,224736,1094629,outputs/assets/images/COCO_val2014_000000224736.png,outputs/stimuli/fragments/COCO_val2014_000000224736_ann1094629_fragmented.png,outputs/assets/masks/COCO_val2014_000000224736_ann1094629_mask.png,outputs/debug/outlines/COCO_val2014_000000224736_ann1094629_outline.png,outputs/debug/panels/COCO_val2014_000000224736_ann1094629_panel.png,outputs/debug/metrics/COCO_val2014_000000224736_ann1094629_metrics.json
COCO_val2014_000000483108_ann125310,483108,125310,outputs/assets/images/COCO_val2014_000000483108.png,outputs/stimuli/fragments/COCO_val2014_000000483108_ann125310_fragmented.png,outputs/assets/masks/COCO_val2014_000000483108_ann125310_mask.png,outputs/debug/outlines/COCO_val2014_000000483108_ann125310_outline.png,outputs/debug/panels/COCO_val2014_000000483108_ann125310_panel.png,outputs/debug/metrics/COCO_val2014_000000483108_ann125310_metrics.json
COCO_val2014_000000483108_ann173331,483108,173331,outputs/assets/images/COCO_val2014_000000483108.png,outputs/stimuli/fragments/COCO_val2014_000000483108_ann173331_fragmented.png,outputs/assets/masks/COCO_val2014_000000483108_ann173331_mask.png,outputs/debug/outlines/COCO_val2014_000000483108_ann173331_outline.png,outputs/debug/panels/COCO_val2014_000000483108_ann173331_panel.png,outputs/debug/metrics/COCO_val2014_000000483108_ann173331_metrics.json
COCO_val2014_000000483108_ann188213,483108,188213,outputs/assets/images/COCO_val2014_000000483108.png,outputs/stimuli/fragments/COCO_val2014_000000483108_ann188213_fragmented.png,outputs/assets/masks/COCO_val2014_000000483108_ann188213_mask.png,outputs/debug/outlines/COCO_val2014_000000483108_ann188213_outline.png,outputs/debug/panels/COCO_val2014_000000483108_ann188213_panel.png,outputs/debug/metrics/COCO_val2014_000000483108_ann188213_metrics.json
COCO_val2014_000000403013_ann1647043,403013,1647043,outputs/assets/images/COCO_val2014_000000403013.png,outputs/stimuli/fragments/COCO_val2014_000000403013_ann1647043_fragmented.png,outputs/assets/masks/COCO_val2014_000000403013_ann1647043_mask.png,outputs/debug/outlines/COCO_val2014_000000403013_ann1647043_outline.png,outputs/debug/panels/COCO_val2014_000000403013_ann1647043_panel.png,outputs/debug/metrics/COCO_val2014_000000403013_ann1647043_metrics.json
COCO_val2014_000000374628_ann104472,374628,104472,outputs/assets/images/COCO_val2014_000000374628.png,outputs/stimuli/fragments/COCO_val2014_000000374628_ann104472_fragmented.png,outputs/assets/masks/COCO_val2014_000000374628_ann104472_mask.png,outputs/debug/outlines/COCO_val2014_000000374628_ann104472_outline.png,outputs/debug/panels/COCO_val2014_000000374628_ann104472_panel.png,outputs/debug/metrics/COCO_val2014_000000374628_ann104472_metrics.json
COCO_val2014_000000328757_ann443506,328757,443506,outputs/assets/images/COCO_val2014_000000328757.png,outputs/stimuli/fragments/COCO_val2014_000000328757_ann443506_fragmented.png,outputs/assets/masks/COCO_val2014_000000328757_ann443506_mask.png,outputs/debug/outlines/COCO_val2014_000000328757_ann443506_outline.png,outputs/debug/panels/COCO_val2014_000000328757_ann443506_panel.png,outputs/debug/metrics/COCO_val2014_000000328757_ann443506_metrics.json
COCO_val2014_000000328757_ann1641505,328757,1641505,outputs/assets/images/COCO_val2014_000000328757.png,outputs/stimuli/fragments/COCO_val2014_000000328757_ann1641505_fragmented.png,outputs/assets/masks/COCO_val2014_000000328757_ann1641505_mask.png,outputs/debug/outlines/COCO_val2014_000000328757_ann1641505_outline.png,outputs/debug/panels/COCO_val2014_000000328757_ann1641505_panel.png,outputs/debug/metrics/COCO_val2014_000000328757_ann1641505_metrics.json
COCO_val2014_000000384213_ann1127821,384213,1127821,outputs/assets/images/COCO_val2014_000000384213.png,outputs/stimuli/fragments/COCO_val2014_000000384213_ann1127821_fragmented.png,outputs/assets/masks/COCO_val2014_000000384213_ann1127821_mask.png,outputs/debug/outlines/COCO_val2014_000000384213_ann1127821_outline.png,outputs/debug/panels/COCO_val2014_000000384213_ann1127821_panel.png,outputs/debug/metrics/COCO_val2014_000000384213_ann1127821_metrics.json
COCO_val2014_000000384213_ann1129131,384213,1129131,outputs/assets/images/COCO_val2014_000000384213.png,outputs/stimuli/fragments/COCO_val2014_000000384213_ann1129131_fragmented.png,outputs/assets/masks/COCO_val2014_000000384213_ann1129131_mask.png,outputs/debug/outlines/COCO_val2014_000000384213_ann1129131_outline.png,outputs/debug/panels/COCO_val2014_000000384213_ann1129131_panel.png,outputs/debug/metrics/COCO_val2014_000000384213_ann1129131_metrics.json
COCO_val2014_000000293802_ann1226531,293802,1226531,outputs/assets/images/COCO_val2014_000000293802.png,outputs/stimuli/fragments/COCO_val2014_000000293802_ann1226531_fragmented.png,outputs/assets/masks/COCO_val2014_000000293802_ann1226531_mask.png,outputs/debug/outlines/COCO_val2014_000000293802_ann1226531_outline.png,outputs/debug/panels/COCO_val2014_000000293802_ann1226531_panel.png,outputs/debug/metrics/COCO_val2014_000000293802_ann1226531_metrics.json
